			
,,,	Allison Park	USAF Civil Air	1500
			
Miles,,	Sky Harbor		
			
			
			
With,,,,	P.M. Dallas	American Airlines	Friday
			
			
			
			
,,,	Large	NE	2,600
,,		UFO	summer
,,	Mile Drive		22:05 one
Jeff City, MO,,	Triangle		
,,	West		21:15
,			May 21, 1997
,			2,000ft
,,	Phoenix		June 15, 1992
,	SWsky		
			
,			1988
,,	Nashville		23:00
,	Guadelupe,		
			
,			20-30
,			F1-111&apos;s
			
NJ. A,,	Hudson River		
UFO&apos;s,			
,,	Oakland	Corporation	
			
			
			
We,,	Las		
			
,			11:30pm
			
,,	Seattle		summer of &apos;79
,,		V shapes,	21:50
			
,,	Canada	10:30	
			
			
			
,,,	Hazelwood,	No	Friday
,	Oak		
			
			
			
			
Weather,,,,	New South Wales	Navy	late November
,		White House,	
			
,,	Florida	San Diego Union	
			
,			21:30
,			1000
			
,	Mars		
,,,	VA).	Naval	March 10, 1997,went
			
,			a year ago
			
,	Canada		
,	Nevada		
,,	River		1981.
,	North		
			
			
,,,	Santa Monica	UFO	1997
			
			
			
Will,,	Portland		
,,	Maricopa		30-45
,,	New Zealand	SE	
,	3rd		
,			Saturday
,	Large		
			
			
,		ALMOST STRAIGHT PATH.	
			
,			40-50
			
			
			
Carlos Vilchez,,,,,	San Jose.	International Juan Santamaria Airport	next two
,			23:15
L.A.there,,,		NO SOUND. Round	12-96
,	Venus.		
,,,	New	Air Force	1997
,	Windsor		
			
			
,,	Battle Creek Enquirer		March
U.F.O Reality,			
Ron,,			15-20
,,,	Luke Air	Data Processing Assistant	1996.
,,	Seattle		earlier this
			
Young,,,	Woodstock,		October 15, 1995
,	Santa Ana.		
,			October 24, 1997
			
,			1973.My
,		Art Bell	
,			61-62
,,	Golden		June
Ross VonVolkenburg,,,,	Fairhope, Alabama	US FINAL	1997
,			past five months
,		University	
Mario Briones Vidal,,		UFO	
,			Thursday
,			at230.0
,,	Historic	Historic St. Charles. We	
,			July 15, 1997
			
,		AT 9:30 PM	
,,		FAA	10-11
			
			
,			places.3-3-97
			
,,	30,000		13-15
,,	Memphis,	Illini Elementary School Fairview Heights, IL. My	
,,,	Nevada	Navy	Aug of 1976.
,		5-10	
,,	Phoenix	Northwest	
			
			
Robert,,,,	Colorado	University	March
,,	Grand Rapids	AOL	
			
,,	Pacific Ocean		3,000
,,,	Vermont	Air Guard	5000
,			1974
,			Christmas
,		THENAT 10:45	
,,,	Oklahoma City	DME	last
,,	Austin Texas		11:20
			
,			JANUARY 14 1997
			
			
			
			
,			30-48
			
,,,	Las Vegas	National Association of Broadcasters	4/5/97-
,	Vegas		
			
,,,	New Mexico..	US Army	2115
,,	Oregon	Eastern	
,,	Fall City	Tiger	
			
			
Mary,,,	Marlboro		Friday
			
,	New		
,			winter
,,	Chicago	Art Bell	
,	Slippery Rock		
,,	Phoenix Gate		June 27, 1997,
,,		BC Baseball Umpiring Association of Canada.	12:00
,			1990
,			11:00
Russ Smith,			
,			4000
,			July
,,	Venus,		past five
,			11:00
			
,			2000
,	Austin		
,		AFB We	
Barry Goldwater USAF,,		USAF	
			
,		SW	
			
IndianHills. My,,,,	Santa AnaRiver	Air Force	March 13
,			April
			
			
			
,,	Phoenix		1000
,			12:30a.m.
,			30-40
,	UFO&apos;s		
			
			
,,	Davis Ridge Road		Saturday
			
200-400ft,,	Blue		
,	Washington		
			
,	Mississippi		
,,	Vietnam	Audio Visual	
,			Sunday
,,,	Duluth	Wyoming Minnesota) My	1997
			
			
Buddy,			
			
,		WAY	
			
,,	Sea-Tac	Bell	
Clinton,,,	Santa Monica		20:15
,			10x50
Powers Rd. Tieredwith,			
,	Tampa		
It,			
			
			
			
			
			
			
,			18.45
,,	Tacoma	Stadium	
,	Texas		
,,	Montana		May 12,
,,	Cambridge		Today
			
			
			
,		takeoff&#x5C;landing	
It,			
			
It,,		UFO	
			
,,		Union	Sept. 11, 1998
,		TRANGULAR SHAPE. LIGHTS WHERE RED.	
			
			
			
			
,	Long Island		
			
			
Bush,,,	Route 17	NY	
,,		Easter	Easter
I,,,	Interstate	VERY	
Truly Breathtaking.,			
,,		Art Bell	25-35
20,,,,	Called Cleveland Hopkins	FAA	21:30 Feb 15, 1995,
			
			
I),,	Interstate		
,		GOOD	
,		UFO	
			
,,	Port Columbus		50-75
,,	N		10:30pm
,,	San Felipe	Customs Inspector	
			
			
,	North		
,			June 15 1979
			
,			ten years ago
			
			
			
			
I,,,,	North East	Delta	23:35
,			July
,	Texas		
,,	Florida	MA	
Sam Rayburn,,,,	East TX,	Looking	1980
,,		WCLG	Friday
,		SE	
			
			
			
			
,			8000
,,	Colorado		0225
,		FAA	
,,	Bullard Parkway		March
,			summer
,,		Interlaken Inn	1000
			
,,	Milwaukee	High School	
,			today
,		LIKE	
Howard Johnston Restarant. Size,,,	Key Largo		1996
,,		Air Force	late 1940&apos;s.
			
,			early Feb 98.
			
			
			
,,	Dallas		January 30, 1998.
,			March 13, 1998.
			
,,	Lawson Field		1,000
,			Thanksgiving 1975
,,,	Venus	Amateur	January 15 , 1998
			
			
			
			
,,	Seattle	University District,	
,,		Navy	1977
			
5,			
,	Santa Fe		
			
,			1-2-3-4
			
,		Army	
			
			
			
			
			
,			@0315.
			
			
,			13-15
,			1950ish
			
,	Rye Colorado		
			
,,,	Secret Mountain Range	Bear Mountain	1,000
,	Texas		
,,	Las		Monday
			
			
			
,,,	Dallas, TX.	American Airlines	4,000
,		Air Force	
,	South		
,			30-40
,,,	Bangor	Information Systems	(11:15
,	fingers).9:46		
,,,	Portland	Art Bell	1700
Now, I&apos;d,,,	Gilligan&apos;s Island	UFO	
Seige&quot;,,,,	New York	Carlisle PA	1984
			
,,		CAF	20-30
,			1993.
			
,	West		
,,,	Oquirrh	Mine	1000
,		Webster Groves Recreation Center,	
,		300-500	
,			12:25.
			
,			12;00)
I,			
			
,		FAA	
,			3-7-98
,,,	New York	Oxford	3000MSL
,,	Colorado	Northwest	
,			May 20, 1991.
			
			
,,	Holland, Michigan		August
			
			
,,		Air Traffic Controller	3000
,			11:00
,	Light		
Jorge Martin,,,,	Puerto Rico,	UFO	
Chris,,			Next
This,,			last
,	Southern		
			
			
,,		Blue Angels	12,13
,			1200
,,	Seattle		1500
Mom,,			15,00
,			this past
,,	Fort Cambell		on(4,3,2,1
			
			
,,	Red River		spring
			
5-10,			
			
,	Patrick Air Force Base		
Warrenton),,,	Tx		1996.
,			11:00pm
			
,,,	West	Union	35-40
			
,,	Salt		June of
,		US TH LIGHT DID NOT FADE, DIM, OR LOSEANY INTENSITY.	
Tony,,	Sierra Madre,		
Webb,,	Central		
			
Beale AFB,,,,	12.5 Meade	Guard	0400
,,,	Seattle.	Marriott Residence Inn	March 13th 1998
			
,			11:00pm
			
,,,	Minneapolis	2d Marine Air Wing	10:30
,	Hoppi Basin		
			
			
,		USAF	
,	In Ocean Beach		
,			summer of 1962,
			
			
			
